Buyer.County of Origin,Buyer.Full Name,Buyer.Origin,Buyer.State of Origin,Seller.County of Origin,Seller.Full Name,Seller.Origin,Seller.State of Origin,Slave.Age,Slave.Gender,Slave.Name,Slave.Skin Color,Transaction.Date,Transaction.Number of Adult Slaves,Transaction.Number of Child Slaves,Transaction.Number of Total Slaves Purchased,Transaction.Sale Details.Discount Rate,Transaction.Sale Details.Payment Method,Transaction.Sale Details.Predicted Interest Rate,Transaction.Sale Details.Price,Transaction.Sale Details.Prices Listed
New Orleans,Jaun Y. de Egana,"New Orleans, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,25,M,Henry Lott,Negro,4/4/1857,1,0,1,0.00602698,Cash,0.07477,2000,1
St. Bernard,Pablo Feliu,"St. Bernard, LA",LA,New Orleans,Jose Bestoso,"New Orleans, LA",LA,17,M,Colas,Negro,4/7/1857,1,0,1,0.00602698,Cash,0.07477,1250,1
New Orleans,Alfred Douglas Donovan,"New Orleans, LA",LA,Jackson,Eli Stringfellow,"Jackson, AR",AR,14,F,Hannah,Negro,4/8/1857,1,0,1,0.00602698,Cash,0.07477,810,1
East Feliciana,Elizabeth Wall Flynn,"East Feliciana, LA",LA,Mobile,George Coster,"Mobile, AL",AL,19,F,Ella,Mulatto,4/4/1857,1,1,2,0.00602698,Cash,0.07477,1500,1
Plaquemines,Valery DoBard,"Plaquemines, LA",LA,New Orleans,"Francoise Henriette, Octavie Amelia Depiot","New Orleans, LA",LA,20,M,Oscar,Negro,4/8/1857,1,0,1,0.00602698,Cash,0.07477,1310,1
Plaquemines,Valery DoBard,"Plaquemines, LA",LA,New Orleans,"Francoise Henriette, Octavie Amelia Depiot","New Orleans, LA",LA,23,M,Gentil,Negro,4/8/1857,1,0,1,0.00602698,Cash,0.07477,1325,1
Natchez,William H. Dunbar,"Natchez, MS",MS,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,30,M,Arthur,Unknown,4/6/1857,3,0,3,0.006202525,Credit,0.07702264,1325,3
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Unknown,Wilhelmine M. Albers Woeniger,"Unknown, Unknown",Unknown,13,M,Marceline,Negro,4/6/1857,1,0,1,0.00602698,Cash,0.07477,665,1
New Orleans,James Prague,"New Orleans, LA",LA,New Orleans,Mary Ellen Byrne Ryon,"New Orleans, LA",LA,19,M,Willington,Mulatto,4/9/1857,1,0,1,0.00602698,Cash,0.07477,700,1
New Orleans,Lambert B. Cain,"New Orleans, LA",LA,New Orleans,Pierre Mourer,"New Orleans, LA",LA,36,M,Francoise/ Francis,Negro,4/9/1857,1,0,1,0.00602698,Cash,0.07477,300,1
Lafourche,James Billu,"Lafourche, LA",LA,Catahoula,Jacob Denny,"Catahoula, LA",LA,14,M,Boston,Negro,4/7/1857,2,0,2,0.006202525,Credit,0.07702264,2484,1
New Orleans,John Pasley,"New Orleans, LA",LA,New Orleans,Benjamin S. Harrison,"New Orleans, LA",LA,45,F,Eliza,Griff,4/2/1857,1,1,2,0.00602698,Cash,0.07477,1100,1
St. Charles,Mayronne Brothers  Unknown,"St. Charles, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,23,M,George Wilson,Negro,4/11/1857,2,0,2,0.00602698,"Exchange, Cash",0.07477,1575,2
Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,St. Charles,Mayronne Brothers  Unknown,"St. Charles, LA",LA,22,M,James Thomas,Negro,4/11/1857,1,0,1,0.00602698,"Exchange, Cash",0.07477,1590,1
New Orleans,Andrew Doyal,"New Orleans, LA",LA,New Orleans,Robert Geddes,"New Orleans, LA",LA,18,F,Mary,Negro,4/8/1857,1,0,1,0.00602698,Cash,0.07477,960,1
New Orleans,Heloise Massicot Kennedy,"New Orleans, LA",LA,St. Charles,Jacques Massicot,"St. Charles, LA",LA,20,F,Mathilda,Negro,4/11/1857,1,0,1,0.00602698,Cash,0.07477,835,1
Claiborne,Burnwell S. Carr,"Claiborne, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,13,F,Susanna,Negro,4/13/1857,1,0,1,0.00602698,Cash,0.07477,1150,1
New Orleans,Henry Michael Hyams,"New Orleans, LA",LA,New Orleans,Patrick Reilly,"New Orleans, LA",LA,15,M,Joshua,Mulatto,1/20/1857,1,0,1,0.00602698,Cash,0.07477,655,1
New Orleans,Robert Hare,"New Orleans, LA",LA,Tuscaloosa,James Fredell Long,"Tuscaloosa, AL",AL,28,F,Lucy,Negro,4/13/1857,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,Marcus A. Tarleton,"New Orleans, LA",LA,New Orleans,Thomas Finney,"New Orleans, LA",LA,39,M,Ben,Negro,4/6/1857,1,0,1,0.005805498,Credit,0.07193404,1500,1
New Orleans,John M. H. Martin,"New Orleans, LA",LA,New Orleans,William Jackson Maynard,"New Orleans, LA",LA,16,F,Francis,Mulatto,3/31/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
New Orleans,Henry C. Walker,"New Orleans, LA",LA,New Orleans,Benjamin Screws,"New Orleans, LA",LA,24,F,Madeline,Griff,4/13/1857,1,0,1,0.00602698,Cash,0.07477,1400,1
New Orleans,Heloise Massicot Kennedy,"New Orleans, LA",LA,St. Charles,Jacques Massicot,"St. Charles, LA",LA,40,F,Catherine,Negro,4/11/1857,1,1,2,0.00602698,Cash,0.07477,1400,1
Rapides,Andrew Oliver Jackson,"Rapides, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,18,F,Roberta Scott,Griff,4/11/1857,1,0,1,0.00602698,Cash,0.07477,1350,1
Rapides,Jabez Tanner,"Rapides, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,18,F,Martha Ann,Griff,4/11/1857,4,0,4,0.00602698,Cash,0.07477,5400,1
New Orleans,Eliza Freret,"New Orleans, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,23,M,Samuel Hainard,Unknown,2/14/1857,1,0,1,0.00602698,Cash,0.07477,1375,1
Hinds,John Alexander,"Hinds, MS",MS,New Orleans,Isabel Gray Stewart Black,"New Orleans, LA",LA,31,F,Sarah,Negro,4/14/1857,1,1,2,0.006202525,Credit,0.07702264,1944,1
Bordeaux,Francois A. Bigourdan,"Bordeaux, France",France,New Orleans,Malvina S. Bernard,"New Orleans, LA",LA,45,F,Maria,Negro,4/14/1857,1,1,2,0.00602698,Cash,0.07477,1450,1
Trenton,Thomas W. Phillips,"Trenton, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,28,M,Charles,Negro,4/13/1857,1,0,1,0.00602698,Cash,0.07477,1750,1
New Orleans,John B. Womack,"New Orleans, LA",LA,New Orleans,John M. H. Martin,"New Orleans, LA",LA,16,F,Francis,Mulatto,4/13/1857,1,0,1,0.00602698,Cash,0.07477,1100,1
Unknown,Virginia C. Alexander Burke,"Unknown, Unknown",Unknown,Pike,Owen Conerly,"Pike, MS",MS,33,F,Milly,Negro,4/14/1857,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Alexandre Alphonse Lemel,"New Orleans, LA",LA,New Orleans,"Pierre ""la fleur"" Mallard","New Orleans, LA",LA,8,M,Octave,Mulatto,3/31/1857,1,0,1,0.00602698,Cash,0.07477,500,1
New Orleans,Francisco Sambola,"New Orleans, LA",LA,New Orleans,Marie Mathilde Wiltz Dupre,"New Orleans, LA",LA,18,F,Antoinette,Negro,4/2/1857,1,0,1,0.00602698,Cash,0.07477,800,1
Unknown,J. Martinez,"Unknown, Unknown",Unknown,Unknown,Bernard Laborde,"Unknown, Unknown",Unknown,14,M,Gustave,Negro,1/20/1857,1,0,1,0.00602698,Cash,0.07477,610,1
Lafourche,Joseph Leonard,"Lafourche, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,20,M,William Marshall,Mulatto,4/15/1857,2,0,2,0.00587886,Cash and Credit,0.07287264,1550,2
Avoyelles,Pierre Alphonse Durand,"Avoyelles, LA",LA,Unknown,Andre Coste,"Unknown, Unknown",Unknown,23,F,Milly,Negro,4/16/1857,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,George Washington West,"New Orleans, LA",LA,New Orleans,Mathieu Jules Bujac,"New Orleans, LA",LA,15,F,Helen,Griff,4/15/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
St. James,Michel Drauzin Gaudet,"St. James, LA",LA,New Orleans,Reine Elizabeth Painpare Magner,"New Orleans, LA",LA,29,F,Rachel,Negro,4/17/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
Plaquemines,Robert Sowers,"Plaquemines, LA",LA,New Orleans,Eldridge Loftin,"New Orleans, LA",LA,18,F,Nancy,Mulatto,4/15/1857,1,0,1,0.00602698,Cash,0.07477,1250,1
Unknown,Louise Caffin Plauche,"Unknown, Unknown",Unknown,New Orleans,Esmerelda Morphy,"New Orleans, LA",LA,20,M,Laurent,Negro,4/16/1857,1,0,1,0.006202525,Credit,0.07702264,650,1
New Orleans,Oliver Palmes,"New Orleans, LA",LA,New Orleans,Rufus R. Rhodes,"New Orleans, LA",LA,25,F,Clara Hager,Negro,4/20/1857,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,William Jackson Maynard,"New Orleans, LA",LA,New Orleans,Lorenzo D. Hilleman,"New Orleans, LA",LA,15,F,Francis Chapman,Negro,2/17/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,John D. Coffin,"New Orleans, LA",LA,Lavaca,J. W. Randall & Co. Unknown,"Lavaca, TX",TX,35,F,Letty,Negro,4/11/1857,1,0,1,0.00602698,Cash,0.07477,600,1
New Orleans,Ebenezer A. Patterson,"New Orleans, LA",LA,New Orleans,Henry Bollinger Kenner,"New Orleans, LA",LA,50,F,Ailsie,Negro,4/16/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,400,1
New Orleans,Jean Sauvage,"New Orleans, LA",LA,New Orleans,Bazile Laplace,"New Orleans, LA",LA,36,F,Sirenne,Negro,4/15/1857,1,0,1,0.00602698,Cash,0.07477,475,1
New Orleans,Hugh H. Rainey,"New Orleans, LA",LA,New Orleans,Joseph Cummings Wiggins,"New Orleans, LA",LA,13,F,Laura,Negro,3/30/1857,1,0,1,0.00602698,Cash,0.07477,850,1
Jefferson,Francis Dugue,"Jefferson, LA",LA,New Orleans,Euphasine Larde Gleiss,"New Orleans, LA",LA,19,F,Charlotte,Negro,3/30/1857,3,0,3,0.006202525,Credit,0.07702264,950,3
New Orleans,Thomas D. Harper,"New Orleans, LA",LA,Mobile,Henry B. Reguier,"Mobile, AL",AL,22,M,Peter,Negro,4/21/1857,1,0,1,0.005790818,Cash and Credit,0.07174632,1100,1
New Orleans,John A. Stevenson,"New Orleans, LA",LA,Camden,James Vaughan,"Camden, AR",AR,23,M,Henry,Unknown,4/21/1857,21,0,21,0.00602698,Cash,0.07477,20000,1
Madison,John Postlethwaite,"Madison, LA",LA,New Orleans,Alexander Brother,"New Orleans, LA",LA,32,F,Amanda,Griff,4/20/1857,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,Rosannah Cress,"New Orleans, LA",LA,New Orleans,Bartholomew C. Collins,"New Orleans, LA",LA,27,F,Fanny,Unknown,4/16/1857,1,1,2,0.00602698,Cash,0.07477,1000,1
Unknown,Henry Doyal,"Unknown, LA",LA,Mobile,James S. Deus,"Mobile, AL",AL,40,F,Ellen,Negro,3/7/1857,147,1,148,0.00602698,Cash,0.07477,96500,1
New Orleans,Louis Lambert,"New Orleans, LA",LA,New Orleans,Sophie Catherine Faith Lambert,"New Orleans, LA",LA,23,F,Mary Brown,Unknown,4/23/1857,1,2,3,0.00602698,Cash,0.07477,900,1
New Orleans,Lucien Allibert,"New Orleans, LA",LA,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,45,M,Tom Brown,Negro,4/23/1857,1,0,1,0.005790818,Cash and Credit,0.07174632,500,1
New Orleans,William B. McCutchon,"New Orleans, LA",LA,New Orleans,William Syer,"New Orleans, LA",LA,32,M,Alfred Redman,Negro,4/21/1857,1,0,1,0.00602698,Cash,0.07477,975,1
Claiborne,Thomas A. Glass,"Claiborne, LA",LA,New Orleans,Bernard Kendig,"New Orleans, LA",LA,23,M,David,Negro,4/21/1857,2,0,2,0.00602698,Cash,0.07477,950,2
New Orleans,Pierre Casimir Blanchin,"New Orleans, LA",LA,New Orleans,Thomas Emile Benoit,"New Orleans, LA",LA,27,F,Catherine,Negro,4/16/1857,2,1,3,0.00583485,Cash and Credit,0.07230948,1000,2
Natchitoches,Saint Ann Prudhomme,"Natchitoches, LA",LA,New Orleans,John B. Womack,"New Orleans, LA",LA,17,F,Louise,Unknown,4/18/1857,2,0,2,0.00602698,Cash,0.07477,1125,2
New Orleans,H. A. & G. W. Lee Unknown,"New Orleans, LA",LA,New Orleans,Stevenson & Couret Unknown,"New Orleans, LA",LA,20,M,Robert,Griff,4/25/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
New Orleans,Auguste Ferrier,"New Orleans, LA",LA,Pass Christian,Henry Raphael Davis,"Pass Christian, MS",MS,23,F,Marie Louise,Negro,4/25/1857,1,2,3,0.00602698,Cash,0.07477,1880,1
Lafourche,Joseph Leonard,"Lafourche, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,18,F,Rose,Mulatto,4/24/1857,1,0,1,0.00602698,Cash,0.07477,1275,1
Natchitoches,Hippolyte Hertzog,"Natchitoches, LA",LA,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,18,F,Angelina,Negro,4/22/1857,2,0,2,0.00602698,Cash,0.07477,1300,2
New Orleans,Rosa Welman Bradford,"New Orleans, LA",LA,New Orleans,Frank Roder,"New Orleans, LA",LA,14,F,Jane,Negro,4/25/1857,1,0,1,0.00602698,Cash,0.07477,875,1
St. James,Joseph Cambre,"St. James, LA",LA,Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,19,M,David,Griff,4/22/1857,1,0,1,0.00602698,"Exchange, Cash",0.07477,1525,1
Augusta,Nelson Clement Trowbridge,"Augusta, GA",GA,St. James,Joseph Cambre,"St. James, LA",LA,22,M,Sam,Negro,4/22/1857,1,0,1,0.00602698,"Exchange, Cash",0.07477,1275,1
Adams,William J. Minor,"Adams, MS",MS,New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,27,M,Governor,Negro,4/25/1857,7,0,7,0.00602698,Cash,0.07477,1300,7
Adams,William J. Minor,"Adams, MS",MS,Cass,John Speake,"Cass, TX",TX,23,M,Jefferson,Negro,4/25/1857,1,0,1,0.00602698,Cash,0.07477,1300,1
New Orleans,Pooley Nicol & Co. Unknown,"New Orleans, LA",LA,New Orleans,John C. Pooley,"New Orleans, LA",LA,31,M,William,Negro,1/7/1857,3,0,3,0.00602698,Cash,0.07477,3000,1
New Orleans,George W. Gregor,"New Orleans, LA",LA,Unknown,D. W. Adams,"Unknown, Unknown",Unknown,37,M,Edmund Jones,Black,4/4/1857,1,0,1,0.00602698,Cash,0.07477,1500,1
New Orleans,Eugene Augustus Wilson,"New Orleans, LA",LA,New Orleans,John Trabue Hatcher,"New Orleans, LA",LA,35,F,Helene,Negro,4/27/1857,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Lewis Neville Shelton,"New Orleans, LA",LA,Caddo,Sherwood Culbertson,"Caddo, LA",LA,22,M,Benjamin,Negro,4/27/1857,2,0,2,0.00602698,Cash,0.07477,1100,2
New Orleans,Michel D. Dimitry,"New Orleans, LA",LA,New Orleans,Jean Marie Lefranc,"New Orleans, LA",LA,13,F,Mary Ann,Mulatto,4/27/1857,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Ann R. W. Kent,"New Orleans, LA",LA,New Orleans,Julian Ann Carroll Sharp,"New Orleans, LA",LA,22,F,Susan,Griff,2/13/1857,1,0,1,0.00602698,Cash,0.07477,1350,1
New Orleans,Ann R. W. Kent,"New Orleans, LA",LA,Montgomery,Emma Murphy,"Montgomery, AL",AL,26,F,Ellen,Mulatto,4/28/1857,1,0,1,0.00602698,Cash,0.07477,750,1
Unknown,B. A. Chapman,"Unknown, Unknown",Unknown,New Orleans,Richard M. Harvey,"New Orleans, LA",LA,19,F,Sally,Negro,4/29/1857,1,0,1,0.00602698,Cash,0.07477,1100,1
New Orleans,John R. Conway,"New Orleans, LA",LA,New Orleans,Benjamin Screws,"New Orleans, LA",LA,29,F,Amo/ Harriett,Yellow,4/29/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
Jefferson,Jean Baptiste Drouet,"Jefferson, LA",LA,New Orleans,Alexander Hagan,"New Orleans, LA",LA,26,M,John Johnson,Negro,4/29/1857,1,0,1,0.00602698,Cash,0.07477,2100,1
Caddo,Edward K. Hall,"Caddo, LA",LA,Stark,James M. Carter,"Stark, GA",GA,17,F,Adeline,Unknown,4/29/1857,2,0,2,0.00602698,Cash,0.07477,2275,1
New Orleans,William Alfred Violett,"New Orleans, LA",LA,New Orleans,James W. Burbridge,"New Orleans, LA",LA,19,M,Richard,Negro,4/24/1857,1,0,1,0.006202525,Credit,0.07702264,1200,1
New Orleans,Samuel Friedlander,"New Orleans, LA",LA,New Orleans,Jean Baptiste Dupeire,"New Orleans, LA",LA,35,F,Rachel/ Mary,Mulatto,4/27/1857,1,3,4,0.00602698,Cash,0.07477,1600,1
New Orleans,Reine Elizabeth Painpare Magner,"New Orleans, LA",LA,New Orleans,Amelie Perdomo Painpare,"New Orleans, LA",LA,37,F,Laer/ Sophie,Negro,4/23/1857,1,1,2,0,Cash and Credit,0,300,2
New Orleans,Marie Felicia Darby (daughter) DeBlanc,"New Orleans, LA",LA,New Orleans,Louis S. Darby,"New Orleans, LA",LA,18,F,Betsy,Negro,4/30/1857,1,0,1,0.00602698,Donation,0.07477,1350,1
New Orleans,Poupone Colin,"New Orleans, LA",LA,New Orleans,George May,"New Orleans, LA",LA,30,M,Joe Bell,Negro,4/23/1857,1,0,1,0.00602698,Cash,0.07477,1500,1
Plaquemines,George Lanaux,"Plaquemines, LA",LA,New Orleans,Pierre Villacourt Macarty,"New Orleans, LA",LA,-1,.,.,Unknown,4/30/1857,1,0,1,0.00602698,Cash,0.07477,900,1
New Orleans,David Goodman,"New Orleans, LA",LA,New Orleans,Adele Hertz Stadeker,"New Orleans, LA",LA,34,F,Phoebe,Negro,4/30/1857,1,2,3,0.00602698,Cash,0.07477,2500,1
New Orleans,Louis Caretta,"New Orleans, LA",LA,New Orleans,Josephine Chazal Griffon,"New Orleans, LA",LA,34,F,Leanna,Mulatto,4/30/1857,1,1,2,0.00602698,Cash,0.07477,820,1
New Orleans,Norbert Trepagnier,"New Orleans, LA",LA,New Orleans,Jose de Benneville,"New Orleans, LA",LA,18,M,Ursin,Negro,4/30/1857,2,0,2,0.00602698,Cash,0.07477,1100,2
New Orleans,Morgan Robert Hughes,"New Orleans, LA",LA,New Orleans,Jose de Benneville,"New Orleans, LA",LA,21,M,Martin,Mulatto,4/30/1857,2,0,2,0.00602698,Cash,0.07477,1300,2
New Orleans,Giovanni Pieri,"New Orleans, LA",LA,New Orleans,Marianne Dragon,"New Orleans, LA",LA,16,F,Violette,Negro,3/19/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,900,1
New Orleans,David E. Twiggs,"New Orleans, LA",LA,New Orleans,Eldridge Loftin,"New Orleans, LA",LA,25,M,Reuben,Griff,4/25/1857,1,0,1,0.00602698,Cash,0.07477,1450,1
New Orleans,Thomas Charles Payan,"New Orleans, LA",LA,New Orleans,Aldolphe Elie,"New Orleans, LA",LA,25,F,Pauline,Mulatto,4/30/1857,1,1,2,0.00602698,Cash,0.07477,1350,1
New Orleans,William S. Goff,"New Orleans, LA",LA,New Orleans,Susana Dickenson,"New Orleans, LA",LA,40,F,Susana,Negro,4/30/1857,1,0,1,0.005790818,Cash and Credit,0.07174632,750,1
New Orleans,Mary Duncan Stewart,"New Orleans, LA",LA,Bourbon,Andrew Wilson,"Bourbon, KY",KY,13,F,Lirrilda,Negro,5/1/1857,1,0,1,0.00602698,Cash,0.07477,970,1
New Orleans,S. Runkel,"New Orleans, LA",LA,New Orleans,Rezin Davis Shepherd,"New Orleans, LA",LA,23,F,Laura,Griff,4/27/1857,1,1,2,0.006377733,Credit,0.07927528,1150,1
New Orleans,Adolphus Bruenn,"New Orleans, LA",LA,New Orleans,Julius Brunck,"New Orleans, LA",LA,48,F,Phoebe,Negro,5/1/1857,2,1,3,0.00602698,Cash,0.07477,1200,1
New Orleans,Pascal Jacomet,"New Orleans, LA",LA,West Baton Rouge,Marie Merle Doussan,"West Baton Rouge, LA",LA,35,F,Celina,Mulatto,5/4/1857,1,0,1,0.006054689,Cash and Credit,0.07512528,800,1
Plaquemines,Robert Sowers & Co Unknown,"Plaquemines, LA",LA,New Orleans,Edward Farrelly,"New Orleans, LA",LA,26,F,Charlotte,Mulatto,5/1/1857,1,0,1,0.00602698,Cash,0.07477,640,1
Plaquemines,Robert Sowers & Co Unknown,"Plaquemines, LA",LA,Mobile,Frederick Scruggs,"Mobile, AL",AL,38,M,Seneca,Griff,5/1/1857,1,0,1,0.00602698,Cash,0.07477,1200,1
St. John,Lucius Sarrat,"St. John, LA",LA,St. Charles,Michel Adelaide  Fortier,"St. Charles, LA",LA,50,M,Celestin,Negro,3/5/1857,1,0,1,0.00602698,Cash,0.07477,100,1
New Orleans,William H. Dunbar,"New Orleans, LA",LA,Independence,Joseph Richard Hardy Porter,"Independence, MO",MO,25,M,William,Black,5/5/1857,1,0,1,0.00602698,Cash,0.07477,1275,1
New Orleans,Robert Mc Dowell,"New Orleans, LA",LA,New Orleans,Campfrancy Unknown,"New Orleans, LA",LA,20,M,Henry,Negro,5/5/1857,1,0,1,0.006054689,Cash and Credit,0.07512528,1200,1
New Orleans,"Auguste, Pierre Pino, Leveque","New Orleans, LA",LA,New Orleans,Andrew B. James,"New Orleans, LA",LA,22,M,Jake,Negro,4/28/1857,1,0,1,0.006187909,Credit,0.07683492,1150,1
New Orleans,Thomas Moore,"New Orleans, LA",LA,New Orleans,Marie Amenaide Ducayet Simms,"New Orleans, LA",LA,33,F,Eulalie,Mulatto,4/30/1857,1,4,5,0,Cash and Credit,0,2500,1
New Orleans,Macou Brothers Unknown,"New Orleans, LA",LA,New Orleans,Sean Boyer,"New Orleans, LA",LA,12,F,Adelina,Mulatto,5/6/1857,1,0,1,0.00587886,Cash and Credit,0.07287264,800,1
New Orleans,Achille Hebert,"New Orleans, LA",LA,New Orleans,Edward Reilly,"New Orleans, LA",LA,24,F,Margaret Berry,Negro,5/5/1857,1,0,1,0.00583485,Cash and Credit,0.07230948,1200,1
Philip,Elisha Burke,"Philip, AR",AR,New Orleans,Archibald Lilly,"New Orleans, LA",LA,22,M,Prince,Negro,5/5/1857,2,0,2,0.00602698,Cash,0.07477,1300,2
New Orleans,Jacob Van Winckle,"New Orleans, LA",LA,Jackson,William W. Bell,"Jackson, AR",AR,20,M,John Washington,Negro,5/5/1857,1,0,1,0.00602698,Cash,0.07477,1350,1
New Orleans,William I. Minor,"New Orleans, LA",LA,New Orleans,George Wise,"New Orleans, LA",LA,42,F,Sylvia,Negro,5/6/1857,1,0,1,0.00602698,Cash,0.07477,650,1
New Orleans,Joseph Fabacher,"New Orleans, LA",LA,Harrison,Johnas Frobach,"Harrison, IN",IN,44,F,Liza,Negro,5/7/1857,1,0,1,0.00602698,Cash,0.07477,500,1
New Orleans,Juan Ygnacio de Egana,"New Orleans, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,18,F,Minty,Negro,4/1/1857,1,0,1,0.00602698,Exchange,0.07477,1310,1
Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,New Orleans,Juan Ygnacio de Egana,"New Orleans, LA",LA,17,F,Sarah Ann Lumpkin,Negro,4/1/1857,1,0,1,0.00602698,Exchange,0.07477,1310,1
New Orleans,Hugh Kennedy,"New Orleans, LA",LA,New Orleans,Mary Wheaton Jackson,"New Orleans, LA",LA,42,F,Nancy Black,Negro,5/4/1857,1,2,3,0.00602698,Cash,0.07477,2200,1
Unknown,Octave Defean,"Unknown, Unknown",Unknown,Unknown,Medelace Thomas,"Unknown, Unknown",Unknown,20,F,Eliza Turner,Negro,3/28/1857,1,0,1,0.00602698,Cash,0.07477,980,1
New Orleans,Domingo Fatjo,"New Orleans, LA",LA,New Orleans,Jean Sauvage,"New Orleans, LA",LA,36,F,Sirenne,Negro,5/5/1857,1,0,1,0.00602698,Cash,0.07477,560,1
New Orleans,Armand Cabal Cleret,"New Orleans, LA",LA,New Orleans,Bernard Saulay,"New Orleans, LA",LA,12,M,Albert Manuel,Mulatto,5/4/1857,2,0,2,0.00602698,Cash,0.07477,900,1
West Baton Rouge,John A. Bird,"West Baton Rouge, LA",LA,New Orleans,Frederick Scruggs,"New Orleans, LA",LA,22,F,Louise,Mulatto,5/7/1857,1,1,2,0.006202525,Credit,0.07702264,2500,1
Terrebonne,George Robert Davis,"Terrebonne, LA",LA,Baltimore,Bernard Moore Campbell,"Baltimore, MD",MD,18,F,Malinda,Negro,5/8/1857,3,0,3,0.00602698,Cash,0.07477,1200,3
New Orleans,Virgil W. Parker,"New Orleans, LA",LA,East Baton Rouge,Jude Joseph Leferey,"East Baton Rouge, LA",LA,46,F,Julia,Negro,5/8/1857,1,0,1,0.005717386,Cash and Credit,0.07080772,500,1
Pointe Coupee,Eugene Tircuit,"Pointe Coupee, LA",LA,New Orleans,Jonathan Means Wilson,"New Orleans, LA",LA,22,M,Bryont Rouse,Negro,5/8/1857,3,0,3,0.005790818,Cash and Credit,0.07174632,1550,3
New Orleans,Nicholas Bastanzi,"New Orleans, LA",LA,New Orleans,Jean Jacques Isnard,"New Orleans, LA",LA,15,F,Adele,Negro,5/8/1857,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Marie Agathe Abat Millaudore,"New Orleans, LA",LA,New Orleans,Marie Louise Gonon Ximenes,"New Orleans, LA",LA,51,F,Anne/ Louise,Negro,3/26/1857,1,0,1,0.005746766,Cash and Credit,0.07118316,650,1
Natchez,Francis Surget,"Natchez, MS",MS,New Orleans,Anthony Barrera,"New Orleans, LA",LA,22,M,Charles,Griff,5/7/1857,1,0,1,0.00602698,Cash,0.07477,1000,1
Natchez,Francis Surget,"Natchez, MS",MS,New Orleans,Charles Xavier Lambert,"New Orleans, LA",LA,32,M,Dick,Negro,5/7/1857,1,0,1,0.00602698,Cash,0.07477,1550,1
New Orleans,Thomas Sterling Morgan,"New Orleans, LA",LA,New Orleans,Edward V. Fassmann,"New Orleans, LA",LA,18,M,Mark/ Marcus,Negro,5/7/1857,1,0,1,0.00602698,Cash,0.07477,640,1
New Orleans,"Auguste, Pierre Pino, Leveque","New Orleans, LA",LA,New Orleans,Philippine Isabelle Gautier,"New Orleans, LA",LA,11,M,Ned,Negro,5/5/1857,1,0,1,0.00602698,Cash,0.07477,800,1
New Orleans,Frances Sprigg Campton,"New Orleans, LA",LA,New Orleans,Henry W. Long,"New Orleans, LA",LA,41,M,Henry,Mulatto,5/7/1857,1,0,1,0.00602698,Cash,0.07477,700,1
New Orleans,Bernard Kendig,"New Orleans, LA",LA,Welmington,Thomas C. McIlhenny,"Welmington, NC",NC,13,F,Frances,Negro,5/9/1857,3,0,3,0.00602698,Cash,0.07477,1600,1
St. Charles,Pierre Adolphe Rost,"St. Charles, LA",LA,New Orleans,Charles Darcantel,"New Orleans, LA",LA,30,M,Joe,Negro,5/6/1857,1,0,1,0.00602698,Cash,0.07477,820,1
New Orleans,Henry Florence,"New Orleans, LA",LA,New Orleans,Francis Anderson Boyle,"New Orleans, LA",LA,30,F,Nancy,Dark Griff,5/5/1857,1,1,2,0.00602698,Cash,0.07477,1300,1
