OrderNumber,Sales Channel,ProcuredDate,OrderDate,ShipDate,DeliveryDate,SalesTeamID,CustomerID,StoreID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost,Customer_Names,City_Name,County,State,Type,Latitude,Longitude,AreaCode,Population,Household_Income,Median_Income,Land_Area,Water_Area,Time_Zone,Product_Name,Sales_Team,Region,Procured_Year,Order_Year,Order_Month,Month,Order_Month_Name,Supply Duration,Sales
SO - 0006717,Online,2020-06-18,2020-07-21,2020-08-14,2020-08-16,19,30,303,29,7,0.075,5192.5,3634.7499999999995,S.S.S. Group,Knoxville,Knox County,Tennessee,City,35.96064,-83.92074,865,185291,81073,34226,255161763,14631856,America/New York,Pendants,Nicholas Cunningham,South,2020,2020,7,June,July,26,36347.5
SO - 0005112,Online,2019-12-01,2020-01-15,2020-01-23,2020-02-01,19,23,167,29,5,0.15,1681.7,739.948,E. Ltd,Naperville (Township),DuPage County,Illinois,Township,41.76635,-88.2009,630,102708,37133,88282,90385339,2423679,America/Chicago,Pendants,Nicholas Cunningham,South,2019,2020,1,December,January,17,8408.5
SO - 0002911,Online,2019-02-04,2019-04-27,2019-05-24,2019-05-25,19,37,1,22,6,0.075,911.2,665.176,AuroMedics Corp,Birmingham,Shelby County/Jefferson County,Alabama,City,33.52744,-86.79905,205,212461,89972,31061,378353942,6591013,America/Chicago,Wine Storage,Nicholas Cunningham,South,2019,2019,4,February,April,28,5467.200000000001
SO - 0005529,Online,2019-12-01,2020-03-03,2020-03-11,2020-03-21,19,3,159,22,5,0.1,241.20000000000002,113.364,"Elorac, Corp",Elgin (Township),Kane County,Illinois,Township,42.0261,-88.31822,847,104288,33089,63609,82722594,1676406,America/Chicago,Wine Storage,Nicholas Cunningham,South,2019,2020,3,December,March,18,1206.0
SO - 0003299,Online,2019-02-04,2019-06-09,2019-06-13,2019-06-15,19,48,302,22,7,0.075,241.20000000000002,151.95600000000002,"Fenwal, Corp",Clarksville,Montgomery County,Tennessee,City,36.52977,-87.35945,931,149176,51776,46947,254527982,1754875,America/Chicago,Wine Storage,Nicholas Cunningham,South,2019,2019,6,February,June,6,1688.4
SO - 0006111,Online,2020-03-10,2020-05-15,2020-05-18,2020-05-20,19,44,46,22,5,0.05,2211.0,1216.0500000000002,Winthrop ,Lancaster,Los Angeles County,California,City,34.69804,-118.13674,661,161103,47427,47225,244230402,681671,America/Los Angeles,Wine Storage,Nicholas Cunningham,South,2020,2020,5,March,May,5,11055.0
SO - 0007671,Online,2020-06-18,2020-11-11,2020-11-15,2020-11-23,19,16,24,22,5,0.05,2559.4,1023.7600000000001,"3LAB, Ltd",Concord,Contra Costa County,California,City,37.97798,-122.03107,925,128667,45409,68318,79108534,0,America/Los Angeles,Wine Storage,Nicholas Cunningham,South,2020,2020,11,June,November,12,12797.0
SO - 0007025,Online,2020-06-18,2020-08-29,2020-09-10,2020-09-20,19,18,210,22,1,0.1,2485.7000000000003,1043.9940000000001,Eminence Corp,Worcester,Worcester County,Massachusetts,City,42.26259,-71.80229,774,184815,68576,45472,96758525,2814766,America/New York,Wine Storage,Nicholas Cunningham,South,2020,2020,8,June,August,22,2485.7000000000003
SO - 0007917,Online,2020-09-26,2020-12-09,2021-01-06,2021-01-12,19,41,23,22,7,0.075,3899.4,2807.5679999999998,Weimei Corp,Clovis,Fresno County,California,City,36.82523,-119.70292,559,104180,34512,62666,62693928,0,America/Los Angeles,Wine Storage,Nicholas Cunningham,South,2020,2020,12,September,December,34,27295.8
SO - 0005804,Online,2019-12-01,2020-04-06,2020-04-20,2020-04-22,19,43,253,30,3,0.1,2646.5,1243.855,"Exact-Rx, Corp",North Las Vegas,Clark County,Nevada,City,36.19886,-115.1175,702,234807,68686,52511,253858818,112001,America/Los Angeles,Wall Coverings,Nicholas Cunningham,South,2019,2020,4,December,April,16,7939.5
SO - 0003337,Online,2019-02-04,2019-06-13,2019-06-18,2019-06-25,19,12,130,30,1,0.1,1092.1000000000001,644.339,Medline ,Palm Bay,Brevard County,Florida,City,28.03446,-80.58866,321,107888,37821,43163,170217927,8124203,America/New York,Wall Coverings,Nicholas Cunningham,South,2019,2019,6,February,June,12,1092.1000000000001
SO - 0007208,Online,2020-06-18,2020-09-19,2020-09-23,2020-10-03,19,31,141,30,2,0.15,1916.2,1034.748,Uriel Group,Augusta,Richmond County,Georgia,Consolidated Government,33.36149,-82.075,706,201793,73917,39464,840008393,11042219,America/New York,Wall Coverings,Nicholas Cunningham,South,2020,2020,9,June,September,14,3832.4
SO - 0001835,Online,2018-10-27,2018-12-23,2019-01-04,2019-01-05,19,13,30,30,7,0.15,3832.4,2184.468,Ole Group,El Cajon,San Diego County,California,City,32.79477,-116.96253,619,103679,32564,45925,37516310,0,America/Los Angeles,Wall Coverings,Nicholas Cunningham,South,2018,2018,12,October,December,13,26826.8
SO - 0006856,Online,2020-03-10,2020-08-08,2020-08-11,2020-08-13,19,21,178,37,2,0.2,991.6,644.5400000000001,Ohio ,Wheeling (Township),Cook County,Illinois,Township,42.10987,-87.94458,847,155286,59425,73977,92979678,317743,America/Chicago,Platters,Nicholas Cunningham,South,2020,2020,8,March,August,5,1983.2
SO - 0004005,Online,2019-05-15,2019-09-04,2019-09-22,2019-09-25,19,18,247,37,7,0.075,1916.2,1034.748,Eminence Corp,Woodbridge (Township),Middlesex County,New Jersey,Township,40.56073,-74.2927,848,102105,33375,79720,60235960,3515266,America/New York,Platters,Nicholas Cunningham,South,2019,2019,9,May,September,21,13413.4
SO - 0007806,Online,2020-06-18,2020-11-25,2020-12-20,2020-12-28,19,10,214,37,4,0.15,1125.6000000000001,562.8000000000001,21st Ltd,Detroit,Wayne County,Michigan,City,42.33143,-83.04575,313,677116,255740,25764,359360867,10667144,America/Detroit,Platters,Nicholas Cunningham,South,2020,2020,11,June,November,33,4502.400000000001
SO - 0008040,Online,2020-09-26,2020-12-24,2021-01-19,2021-01-28,19,16,340,37,3,0.075,837.5,335.0,"3LAB, Ltd",San Antonio,Bexar County/Comal County/Medina County,Texas,City,29.4724,-98.52514,210,1469845,488645,46744,1193951388,14825948,America/Chicago,Platters,Nicholas Cunningham,South,2020,2020,12,September,December,35,2512.5
SO - 0001845,Online,2018-07-19,2018-12-23,2019-01-14,2019-01-23,19,27,186,37,4,0.05,1809.0,1139.67,Wuxi Group,Lawrence (Township),Marion County,Indiana,Township,39.8716,-86.01156,317,123397,48011,50411,121424443,4188930,America/Indiana/Indianapolis,Platters,Nicholas Cunningham,South,2018,2018,12,July,December,31,7236.0
SO - 0003872,Online,2019-05-15,2019-08-18,2019-08-29,2019-09-03,19,47,361,37,8,0.075,3242.8,2464.5280000000002,Niconovum Corp,Seattle,King County,Washington,City,47.60621,-122.33207,206,684451,296633,70594,217138889,152104725,America/Los Angeles,Platters,Nicholas Cunningham,South,2019,2019,8,May,August,16,25942.4
SO - 0002353,Online,2018-10-27,2019-02-16,2019-03-05,2019-03-11,19,3,225,37,6,0.075,1822.4,1457.92,"Elorac, Corp",Springfield,Christian County/Greene County,Missouri,City,37.19415,-93.2913,417,166810,71268,33557,213158276,1530246,America/Chicago,Platters,Nicholas Cunningham,South,2018,2019,2,October,February,23,10934.400000000001
SO - 0003645,Online,2019-02-04,2019-07-22,2019-08-14,2019-08-21,19,23,358,37,3,0.1,2505.8,1854.2920000000001,E. Ltd,Everett,Snohomish County,Washington,City,47.97898,-122.20208,425,108010,42079,49578,86145342,38944936,America/Los Angeles,Platters,Nicholas Cunningham,South,2019,2019,7,February,July,30,7517.400000000001
SO - 0002436,Online,2018-10-27,2019-02-25,2019-02-28,2019-03-08,19,7,332,15,1,0.15,3859.2000000000003,1736.64,New Ltd,Midland,Martin County/Midland County,Texas,City,32.02464,-102.11347,432,132950,43214,69173,192622240,460027,America/Chicago,Outdoor Furniture,Nicholas Cunningham,South,2018,2019,2,October,February,11,3859.2000000000003
SO - 0004362,Online,2019-08-23,2019-10-19,2019-11-16,2019-11-26,19,39,255,15,3,0.05,1112.2,734.052,Victory Ltd,Reno,Washoe County,Nevada,City,39.52963,-119.8138,775,241445,92283,47012,277887963,7380237,America/Los Angeles,Outdoor Furniture,Nicholas Cunningham,South,2019,2019,10,August,October,38,3336.6000000000004
SO - 0005873,Online,2019-12-01,2020-04-14,2020-04-22,2020-05-02,19,30,366,15,2,0.075,690.1,496.872,S.S.S. Group,Madison,Dane County,Wisconsin,City,43.07305,-89.40123,608,248951,104087,54896,199339279,44491310,America/Chicago,Outdoor Furniture,Nicholas Cunningham,South,2019,2020,4,December,April,18,1380.2
SO - 0001531,Online,2018-07-19,2018-11-18,2018-12-09,2018-12-17,19,32,241,15,1,0.075,3953.0,2174.15,OHTA'S Corp,Manchester,Hillsborough County,New Hampshire,City,42.99564,-71.45479,603,110229,45145,54282,85627013,4850146,America/New York,Outdoor Furniture,Nicholas Cunningham,South,2018,2018,11,July,November,29,3953.0
SO - 0007324,Online,2020-06-18,2020-10-02,2020-10-12,2020-10-18,19,36,133,15,3,0.05,1989.9,1691.415,O.E. Ltd,Port St. Lucie,St. Lucie County,Florida,City,27.29393,-80.35033,772,179413,59221,49813,307920898,4193519,America/New York,Outdoor Furniture,Nicholas Cunningham,South,2020,2020,10,June,October,16,5969.700000000001
SO - 0003007,Online,2019-02-04,2019-05-07,2019-05-10,2019-05-11,19,13,258,19,7,0.1,2673.3,1096.053,Ole Group,Amherst,Erie County,New York,Town,43.01164,-78.75715,716,125109,49558,68294,137777476,1003270,America/New York,Vanities,Nicholas Cunningham,South,2019,2019,5,February,May,4,18713.100000000002
SO - 0001530,Online,2018-07-19,2018-11-18,2018-12-10,2018-12-13,19,23,234,19,8,0.15,871.0,705.51,E. Ltd,High Point,Davidson County/Randolph County/Forsyth County/Guilford County,North Carolina,City,35.98998,-79.99047,336,110268,40973,42299,142972062,3925954,America/New York,Vanities,Nicholas Cunningham,South,2018,2018,11,July,November,25,6968.0
SO - 0006218,Online,2020-03-10,2020-05-27,2020-06-01,2020-06-10,19,15,343,19,4,0.2,1078.7,474.62800000000004,Rochester Ltd,Waco,McLennan County,Texas,City,31.54933,-97.14667,254,132356,46719,33147,230561142,31850141,America/Chicago,Vanities,Nicholas Cunningham,South,2020,2020,5,March,May,14,4314.8
SO - 0007658,Online,2020-06-18,2020-11-09,2020-11-27,2020-12-05,19,23,75,19,4,0.05,1721.9,1084.797,E. Ltd,Santa Clara,Santa Clara County,California,City,37.35411,-121.95524,408,126215,43433,98914,47678886,0,America/Los Angeles,Vanities,Nicholas Cunningham,South,2020,2020,11,June,November,26,6887.6
SO - 0003699,Online,2019-02-04,2019-07-29,2019-08-07,2019-08-10,19,4,362,19,8,0.05,6331.5,2975.805,ETUDE Ltd,Spokane,Spokane County,Washington,City,47.65878,-117.42605,509,213272,87623,42386,178034003,1984449,America/Los Angeles,Vanities,Nicholas Cunningham,South,2019,2019,7,February,July,12,50652.0
SO - 0005264,Online,2019-08-23,2020-02-03,2020-03-02,2020-03-11,19,23,209,19,6,0.05,824.1,354.363,E. Ltd,Springfield,Hampden County,Massachusetts,City,42.10148,-72.58981,413,154341,55644,34728,82538680,3142825,America/New York,Vanities,Nicholas Cunningham,South,2019,2020,2,August,February,37,4944.6
SO - 000239,Online,2018-04-10,2018-06-16,2018-07-07,2018-07-15,19,2,33,40,3,0.05,1219.4,695.058,WakeFern ,Escondido,San Diego County,California,City,33.11921,-117.08642,760,151451,45041,50899,96015101,455887,America/Los Angeles,Rugs,Nicholas Cunningham,South,2018,2018,6,April,June,29,3658.2000000000003
SO - 0003960,Online,2019-05-15,2019-08-29,2019-09-22,2019-09-27,19,46,128,40,1,0.2,201.0,166.82999999999998,U.S. Ltd,Miramar,Broward County,Florida,City,25.98731,-80.23227,954,137132,38474,65282,76095016,4917826,America/New York,Rugs,Nicholas Cunningham,South,2019,2019,8,May,August,29,201.0
SO - 0007958,Online,2020-09-26,2020-12-15,2021-01-07,2021-01-17,19,3,75,40,6,0.05,187.6,148.204,"Elorac, Corp",Santa Clara,Santa Clara County,California,City,37.35411,-121.95524,408,126215,43433,98914,47678886,0,America/Los Angeles,Rugs,Nicholas Cunningham,South,2020,2020,12,September,December,33,1125.6
SO - 0002517,Online,2018-10-27,2019-03-09,2019-03-30,2019-04-08,19,39,60,40,4,0.2,3839.1,2917.716,Victory Ltd,Pomona,Los Angeles County,California,City,34.05529,-117.75228,909,153266,39378,49186,59446734,26188,America/Los Angeles,Rugs,Nicholas Cunningham,South,2018,2019,3,October,March,30,15356.4
SO - 0003917,Online,2019-05-15,2019-08-23,2019-09-13,2019-09-22,19,37,141,40,5,0.1,737.0,523.27,AuroMedics Corp,Augusta,Richmond County,Georgia,Consolidated Government,33.36149,-82.075,706,201793,73917,39464,840008393,11042219,America/New York,Rugs,Nicholas Cunningham,South,2019,2019,8,May,August,30,3685.0
SO - 0004273,Online,2019-05-15,2019-10-07,2019-10-13,2019-10-22,19,19,326,40,8,0.15,3832.4,3219.216,Qualitest ,Laredo,Webb County,Texas,City,27.50641,-99.50754,956,255473,66308,39711,261900969,3788915,America/Chicago,Rugs,Nicholas Cunningham,South,2019,2019,10,May,October,15,30659.2
SO - 0002895,Online,2019-02-04,2019-04-25,2019-05-18,2019-05-26,19,38,110,40,2,0.1,241.20000000000002,115.77600000000001,Ascend Ltd,Stamford (Town),Fairfield County,Connecticut,Town,41.07986,-73.54603,203,128874,46974,79359,97430571,37323740,America/New York,Rugs,Nicholas Cunningham,South,2019,2019,4,February,April,31,482.40000000000003
SO - 0004569,Online,2019-05-15,2019-11-15,2019-12-02,2019-12-10,19,42,282,40,6,0.15,2767.1,1632.589,Llorens Ltd,Dayton,Montgomery County,Ohio,City,39.75895,-84.19161,937,140599,57316,27683,144197693,2208312,America/New York,Rugs,Nicholas Cunningham,South,2019,2019,11,May,November,25,16602.6
SO - 0002521,Online,2018-10-27,2019-03-10,2019-03-16,2019-03-26,19,5,68,7,2,0.1,221.1,117.183,Procter Corp,San Bernardino,San Bernardino County,California,City,34.10834,-117.28977,909,216108,57580,37047,159326695,1126214,America/Los Angeles,Dinnerware,Nicholas Cunningham,South,2018,2019,3,October,March,16,442.2
SO - 0006356,Online,2020-03-10,2020-06-10,2020-06-18,2020-06-25,19,48,154,7,6,0.1,2539.3,1244.257,"Fenwal, Corp",Bremen,Cook County,Illinois,Township,41.60156,-87.73503,708,110683,40159,55902,97756706,295143,America/Chicago,Dinnerware,Nicholas Cunningham,South,2020,2020,6,March,June,15,15235.800000000001
SO - 000133,Online,2017-12-31,2018-06-03,2018-06-30,2018-07-10,19,46,217,7,3,0.1,3919.5,2077.335,U.S. Ltd,Sterling Heights,Macomb County,Michigan,City,42.58031,-83.0302,586,132052,49444,60089,94553340,753481,America/Detroit,Dinnerware,Nicholas Cunningham,South,2017,2018,6,December,June,37,11758.5
SO - 0003599,Online,2019-05-15,2019-07-17,2019-08-05,2019-08-09,19,48,355,7,3,0.075,5875.900000000001,2467.878,"Fenwal, Corp",Richmond,Richmond city,Virginia,City,37.55376,-77.46026,804,220289,87224,40758,154942138,6879776,America/New York,Dinnerware,Nicholas Cunningham,South,2019,2019,7,May,July,23,17627.7
SO - 0007258,Online,2020-06-18,2020-09-24,2020-09-28,2020-09-29,19,37,225,7,3,0.3,1326.6000000000001,1101.078,AuroMedics Corp,Springfield,Christian County/Greene County,Missouri,City,37.19415,-93.2913,417,166810,71268,33557,213158276,1530246,America/Chicago,Dinnerware,Nicholas Cunningham,South,2020,2020,9,June,September,5,3979.8
SO - 0004444,Online,2019-05-15,2019-10-30,2019-11-14,2019-11-18,19,14,10,7,6,0.075,1051.9,746.849,Linde ,Peoria,Maricopa County/Yavapai County,Arizona,City,33.7862,-112.30801,928,171237,58588,65314,455011748,8864869,America/Phoenix,Dinnerware,Nicholas Cunningham,South,2019,2019,10,May,October,19,6311.400000000001
SO - 0005243,Online,2019-12-01,2020-02-01,2020-02-19,2020-02-27,19,25,217,32,5,0.05,3845.8,1922.9,Prasco Group,Sterling Heights,Macomb County,Michigan,City,42.58031,-83.0302,586,132052,49444,60089,94553340,753481,America/Detroit,Vases,Nicholas Cunningham,South,2019,2020,2,December,February,26,19229.0
SO - 0001343,Online,2018-07-19,2018-10-27,2018-11-10,2018-11-19,19,22,95,32,2,0.05,1078.7,528.563,Capweld ,Denver,Denver County,Colorado,City,39.73915,-104.9847,303,682545,275795,53637,397133930,4225831,America/Denver,Vases,Nicholas Cunningham,South,2018,2018,10,July,October,23,2157.4
SO - 0003856,Online,2019-05-15,2019-08-16,2019-09-06,2019-09-11,19,18,95,32,2,0.2,837.5,368.5,Eminence Corp,Denver,Denver County,Colorado,City,39.73915,-104.9847,303,682545,275795,53637,397133930,4225831,America/Denver,Vases,Nicholas Cunningham,South,2019,2019,8,May,August,26,1675.0
SO - 0007274,Online,2020-06-18,2020-09-26,2020-10-10,2020-10-17,19,19,307,32,6,0.075,971.5,505.18,Qualitest ,Abilene,Jones County/Taylor County,Texas,City,32.45451,-99.73815,325,121721,42348,43189,276322592,14012163,America/Chicago,Vases,Nicholas Cunningham,South,2020,2020,9,June,September,21,5829.0
SO - 0003670,Online,2019-02-04,2019-07-25,2019-08-04,2019-08-11,19,30,233,42,3,0.075,5366.7,3542.022,S.S.S. Group,Greensboro,Guilford County,North Carolina,City,36.07264,-79.79198,336,285342,114080,41628,332338206,13707999,America/New York,Bean Bags,Nicholas Cunningham,South,2019,2019,7,February,July,17,16100.099999999999
SO - 0005876,Online,2020-03-10,2020-04-15,2020-04-21,2020-04-25,19,47,222,42,6,0.075,3953.0,2767.1,Niconovum Corp,Columbia,Boone County,Missouri,City,38.95171,-92.33407,573,119108,45024,44907,168320842,689182,America/Chicago,Bean Bags,Nicholas Cunningham,South,2020,2020,4,March,April,10,23718.0
SO - 0007238,Online,2020-06-18,2020-09-22,2020-10-01,2020-10-02,19,17,101,42,5,0.15,1963.1000000000001,1472.325,Pure Group,Thornton,Adams County/Weld County,Colorado,City,39.91942,-104.94281,303,133451,42679,66948,92549444,2767648,America/Denver,Bean Bags,Nicholas Cunningham,South,2020,2020,9,June,September,10,9815.5
SO - 0005946,Online,2019-12-01,2020-04-24,2020-05-16,2020-05-25,19,32,323,11,2,0.2,2505.8,1904.4080000000001,OHTA'S Corp,Houston,Fort Bend County/Harris County/Montgomery County,Texas,City,29.78664,-95.3909,832,2296224,814599,46187,1651228436,73316071,America/Chicago,Ornaments,Nicholas Cunningham,South,2019,2020,4,December,April,31,5011.6
SO - 0003161,Online,2019-02-04,2019-05-25,2019-05-29,2019-06-06,19,34,279,11,6,0.1,5929.5,3913.4700000000003,OUR Ltd,Cincinnati,Hamilton County,Ohio,City,39.162,-84.45689,513,298550,133039,33604,200434440,4155432,America/New York,Ornaments,Nicholas Cunningham,South,2019,2019,5,February,May,12,35577.0
SO - 0004269,Online,2019-05-15,2019-10-07,2019-10-27,2019-10-31,19,47,163,11,5,0.05,2546.0,1603.98,Niconovum Corp,Lyons (Township),Cook County,Illinois,Township,41.77475,-87.8596,708,112890,39769,66065,94153993,1462083,America/Chicago,Ornaments,Nicholas Cunningham,South,2019,2019,10,May,October,24,12730.0
SO - 0005683,Online,2019-12-01,2020-03-24,2020-03-31,2020-04-09,19,45,287,11,7,0.05,3939.6,3151.6800000000003,Nipro ,Tulsa,Rogers County/Wagoner County/Osage County/Tulsa County,Oklahoma,City,36.12795,-95.90232,918,403505,164471,42284,509834953,10955689,America/Chicago,Ornaments,Nicholas Cunningham,South,2019,2020,3,December,March,16,27577.2
SO - 0001361,Online,2018-07-19,2018-10-29,2018-11-03,2018-11-07,19,34,283,8,2,0.1,3276.3,1539.861,OUR Ltd,Toledo,Lucas County,Ohio,City,41.66394,-83.55521,419,279789,117531,33687,209065315,8887951,America/New York,Cocktail Glasses,Nicholas Cunningham,South,2018,2018,10,July,October,9,6552.6
SO - 0006249,Online,2020-03-10,2020-05-30,2020-06-16,2020-06-21,19,15,7,8,6,0.075,1728.6000000000001,1071.732,Rochester Ltd,Gilbert,Maricopa County,Arizona,Town,33.35283,-111.78903,480,247542,73617,82424,176124143,510475,America/Phoenix,Cocktail Glasses,Nicholas Cunningham,South,2020,2020,5,March,May,22,10371.6
SO - 0006283,Online,2020-03-10,2020-06-01,2020-06-22,2020-06-30,19,29,128,8,2,0.05,1688.4,1435.14,"Apotheca, Ltd",Miramar,Broward County,Florida,City,25.98731,-80.23227,954,137132,38474,65282,76095016,4917826,America/New York,Cocktail Glasses,Nicholas Cunningham,South,2020,2020,6,March,June,29,3376.8
SO - 0005927,Online,2019-12-01,2020-04-22,2020-05-15,2020-05-23,19,19,228,8,8,0.075,221.1,161.403,Qualitest ,Billings,Yellowstone County,Montana,City,45.78329,-108.50069,406,110263,44092,51012,113183020,284017,America/Denver,Cocktail Glasses,Nicholas Cunningham,South,2019,2020,4,December,April,31,1768.8
SO - 0002065,Online,2018-07-19,2019-01-12,2019-02-07,2019-02-10,19,31,285,8,4,0.1,964.8000000000001,665.712,Uriel Group,Norman,Cleveland County,Oklahoma,City,35.22257,-97.43948,405,120284,44911,51491,463011592,27576719,America/Chicago,Cocktail Glasses,Nicholas Cunningham,South,2018,2019,1,July,January,29,3859.2000000000003
